CODIGOESTR;ESTRUCT;HORASFUNC1;HORASFUNC2;DIASFUNCME;SUBTIPO;SUBT;Luminaria.BAJOMEDICION;Luminaria.POTENCIA;POTENCIA_2;ALIMENTA_5;ALIM;SUBTIPO_1;TRAF;VOLTAJE;POTENCIA TRAFO;TRAFO;KWH;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;37.5;0303910;36;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;37.5;0303910;90;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;37.5;0303910;90;;;;;;;;
APO0318;LDPS150ADC;6;6;100;4;Sodio Cerrada;1;175;105;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;150;0303474;50;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;5;0304926;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T13;Echeandía-Centro;5;Transformador Trifásico en poste;13.8 kV;5;0304926;54;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;5;0304926;54;;;;;;;;
APO0105;LDPM175ACA;12;0;100;2;Mercurio Abierta;0;150;0;03CO040T12;Cochabamba - Asuncion;1;Transformador Monofásico en poste;7.62 kV;5;0304926;54;;;;;;;;
APO0306;LDPS250PCC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T12;Guaranda - Cdla. 1° de Mayo;5;Transformador Trifásico en poste;13.8 kV;5;0304926;54;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CO040T12;Cochabamba - Asuncion;1;Transformador Monofásico en poste;7.62 kV;5;0304926;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CO040T12;Cochabamba - Asuncion;1;Transformador Monofásico en poste;7.97 kV;5;0304926;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T14;Caluma Centro;5;Transformador Trifásico en poste;13.8 kV;5;0304926;54;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;5;0304926;90;;;;;;;;
APO0376;LDOS400ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T13;Guanujo Central;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;1;175;0;03CA050T12;Caluma - Pita;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;3;Sodio Abierta;1;175;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;1;175;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
AOD0003;AODPLM125A;12;0;100;1;Mercurio Cerrada;1;175;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0503;PDPS150ACC;12;0;100;6;Proyector de Sodio;1;175;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0308;LDPS70ACC;12;0;100;4;Sodio Cerrada;1;175;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;1;175;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
AOD0003;AODPLM125A;12;0;100;1;Mercurio Cerrada;1;175;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0308;LDPS70ACC;12;0;100;4;Sodio Cerrada;1;175;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T13;Guanujo Central;1;Transformador Monofásico en poste;7.62 kV;5;0304926;54;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;5;0304926;54;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;10;0303509;54;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;10;0303509;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;10;0303509;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;10;0303509;36;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;10;0303509;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;10;0303509;36;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;5;Transformador Trifásico en poste;13.8 kV;10;0303509;36;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03CO040T12;Cochabamba - Asuncion;1;Transformador Monofásico en poste;7.62 kV;10;0303509;36;;;;;;;;
APO0376;LDOS400ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T12;Guaranda - Cdla. 1° de Mayo;5;Transformador Trifásico en poste;13.8 kV;10;0303509;36;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CO040T12;Cochabamba - Asuncion;1;Transformador Monofásico en poste;7.62 kV;10;0303509;90;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;10;0303509;36;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;10;0303509;36;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;1;175;0;03CO040T12;Cochabamba - Asuncion;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0306;LDPS250PCC;12;0;100;4;Sodio Cerrada;1;175;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;1;175;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0503;PDPS150ACC;12;0;100;6;Proyector de Sodio;1;175;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GR010T13;Guaranda - Maldonado;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0308;LDPS70ACC;12;0;100;4;Sodio Cerrada;1;175;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;150;0303474;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;10;0303509;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;10;0303509;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;10;0303509;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;10;0303509;36;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.62 kV;10;0303509;36;;;;;;;;
APO0110;LDSM125ACA;12;0;100;2;Mercurio Abierta;0;250;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;37.5;0303510;90;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;37.5;0303510;54;;;;;;;;
APO0206;LDPM175ACC;12;0;100;1;Mercurio Cerrada;0;250;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;37.5;0303510;90;;;;;;;;
APO0406;PDPM150ACC;12;0;100;7;Proyector de Mercurio;0;250;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;37.5;0303510;90;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;37.5;0303510;54;;;;;;;;
APO0376;LDOS400ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;37.5;0303510;54;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;37.5;0303510;54;;;;;;;;
APO0306;LDPS250PCC;12;0;100;4;Sodio Cerrada;0;150;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.62 kV;37.5;0303510;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;75;0303901;90;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;75;0303901;90;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.62 kV;45;0303939;90;;;;;;;;
APO0105;LDPM175ACA;12;0;100;2;Mercurio Abierta;0;250;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.97 kV;45;0303939;90;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CA050T12;Caluma - Pita;1;Transformador Monofásico en poste;7.62 kV;50;0303906;90;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;1;175;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;37.5;0303910;90;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;37.5;0303910;90;;;;;;;;
AOD0064;AODPPM250A;12;0;100;1;Mercurio Cerrada;0;250;0;03GR010T13;Guaranda - Maldonado;1;Transformador Monofásico en poste;7.97 kV;37.5;0303910;90;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;1;175;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.62 kV;150;0303474;63;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;37.5;0303510;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T12;Echeandia Sabanetillas;1;Transformador Monofásico en poste;7.97 kV;37.5;0303510;36;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.62 kV;37.5;0303510;54;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;500;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.62 kV;37.5;0303510;180;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;37.5;0303510;54;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;37.5;0303510;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;37.5;0303510;90;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T12;Guaranda - Cdla. 1° de Mayo;5;Transformador Trifásico en poste;13.8 kV;10;0304929;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;10;0304929;54;;;;;;;;
APO0504;PDPS250ACC;12;0;100;6;Proyector de Sodio;0;250;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.62 kV;10;0304929;90;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;10;0304929;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0304929;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;10;0304929;90;;;;;;;;
APO0376;LDOS400ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;10;0304929;90;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;10;0304929;90;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;10;0304929;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T13;Guanujo Central;1;Transformador Monofásico en poste;7.97 kV;10;0304929;90;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;10;0304929;90;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;10;0304929;90;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;10;0304929;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0304929;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;37.5;0303510;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T12;Echeandia Sabanetillas;1;Transformador Monofásico en poste;7.97 kV;37.5;0303510;54;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;37.5;0303510;90;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303523;54;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303523;90;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303523;90;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;25;0303523;54;;;;;;;;
APO0305;LDPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303523;54;;;;;;;;
APO0305;LDPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303523;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;25;0303523;54;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T12;Caluma - Pita;1;Transformador Monofásico en poste;7.97 kV;25;0303523;54;;;;;;;;
APO0208;LDPM400ACC;12;0;100;1;Mercurio Cerrada;0;250;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;25;0303524;90;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.62 kV;25;0303524;54;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.62 kV;25;0303524;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CA050T12;Caluma - Pita;1;Transformador Monofásico en poste;7.97 kV;25;0303522;90;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;25;0303522;90;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;25;0303522;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CA050T12;Caluma - Pita;1;Transformador Monofásico en poste;7.62 kV;25;0303522;90;;;;;;;;
APO0329;LCSS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;25;0303522;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T12;Guanujo - Salinas;1;Transformador Monofásico en poste;7.62 kV;25;0303522;54;;;;;;;;
APO0305;LDPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.62 kV;25;0303522;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;3;Sodio Abierta;0;250;0;03GR010T13;Guaranda - Maldonado;1;Transformador Monofásico en poste;7.97 kV;25;0303522;90;;;;;;;;
AOD0023;AODIPM150A;12;0;100;1;Mercurio Cerrada;0;150;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.97 kV;15;0303526;54;;;;;;;;
APO0308;LDPS70ACC;12;0;100;4;Sodio Cerrada;0;70;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303520;25;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;10;0303521;36;;;;;;;;
APO0308;LDPS70ACC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303521;36;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;10;0303521;54;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303579;36;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;125;0;03GN020T13;Guanujo Central;1;Transformador Monofásico en poste;7.97 kV;15;0303579;45;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;15;0303579;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;15;0301473;90;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;15;0301473;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;10;0303599;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;25;0308301;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;400;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;10;0303599;144;;;;;;;;
APO0206;LDPM175ACC;12;0;100;1;Mercurio Cerrada;0;400;0;03CO040T12;Cochabamba - Asuncion;1;Transformador Monofásico en poste;7.62 kV;10;0303599;144;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;100;0;03CA050T14;Caluma Centro;5;Transformador Trifásico en poste;13.8 kV;10;0303599;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.62 kV;25;0303598;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;3;Sodio Abierta;0;100;0;03GR010T13;Guaranda - Maldonado;5;Transformador Trifásico en poste;13.2 kV;25;0303598;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303598;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03EC030T12;Echeandia Sabanetillas;1;Transformador Monofásico en poste;7.97 kV;37.5;0303571;90;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;37.5;0303571;90;;;;;;;;
