CODIGOESTR;ESTRUCT;HORASFUNC1;HORASFUNC2;DIASFUNCME;SUBTIPO;SUBT;Luminaria.BAJOMEDICION;Luminaria.POTENCIA;POTENCIA_2;ALIMENTA_5;ALIM;SUBTIPO_1;TRAF;VOLTAJE;POTENCIA TRAFO;TRAFO;KWH;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;50;0303475;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;45;0303467;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;45;0303467;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;45;0303467;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03CA050T12;Caluma - Pita;1;Transformador Monofásico en poste;7.62 kV;45;0303467;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CA050T14;Caluma Centro;1;Transformador Monofásico en poste;7.97 kV;45;0303467;90;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;75;0303903;54;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;1;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;75;0303903;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;75;0303903;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;75;0303903;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T11;Sicoto - Chillanes;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T12;Echeandia Sabanetillas;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;150;105;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;75;0303903;46;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CO040T13;Cochabamba - Balsapamba;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;75;0303903;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;75;0303903;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;25;0300041;90;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;175;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;75;0303903;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;175;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;75;0303903;63;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;25;0302893;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;37.5;0301239;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;5;0303925;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;45;0303939;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;45;0303939;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;45;0303939;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;500;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;75;0303903;180;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;500;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;75;0303903;180;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;10;0302895;36;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;10;0302895;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;10;0302895;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;25;0302887;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;25;0302887;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;150;0303474;54;;;;;;;;
APO0376;LDOS400ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);5;Transformador Trifásico en poste;13.2 kV;15;0301129;54;;;;;;;;
APO0376;LDOS400ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);5;Transformador Trifásico en poste;13.2 kV;15;0301129;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);5;Transformador Trifásico en poste;13.2 kV;15;0301129;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);5;Transformador Trifásico en poste;13.2 kV;37.5;0303895;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T14;Echeandía - Reserva 2 (Camaron);5;Transformador Trifásico en poste;13.2 kV;37.5;0303895;36;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;100;105;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;37.5;0303895;37;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;37.5;0303895;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;37.5;0303895;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;5;0304932;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;5;0304932;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;5;0304932;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;5;0304932;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;5;0304932;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;5;0304932;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;5;0304932;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;25;0302893;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;25;0302893;36;;;;;;;;
APO0406;PDPM150ACC;12;0;100;7;Proyector de Mercurio;0;100;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;25;0302893;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;25;0302893;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;37.5;0307179;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;37.5;0307179;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;15;0301129;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;15;0301129;54;;;;;;;;
APO0206;LDPM175ACC;12;0;100;1;Mercurio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;15;0301129;54;;;;;;;;
APO0206;LDPM175ACC;12;0;100;1;Mercurio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;50;0303893;54;;;;;;;;
APO0206;LDPM175ACC;12;0;100;1;Mercurio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;50;0303893;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;50;0303893;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;50;0303893;36;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;50;0303893;54;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;50;0303893;36;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;50;0303893;36;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.62 kV;37.5;0307179;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;25;0300041;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;125;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;25;0307102;45;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;25;0300041;36;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;50;0303893;36;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;250;105;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0304932;64;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;175;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0308303;63;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;250;105;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;50;0303632;64;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;175;105;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0303600;50;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;150;105;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;50;0303693;46;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;100;105;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;37.5;0303694;37;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;150;105;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;37.5;0303694;46;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;100;105;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;50;0303893;37;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;100;105;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;50;0303893;37;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;100;105;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;50;0303699;37;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;150;105;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0301160;46;;;;;;;;
AOD0023;AODIPM150A;12;0;100;1;Mercurio Cerrada;0;150;0;03GN020T13;Guanujo Central;5;Transformador Trifásico en poste;13.8 kV;25;0301160;54;;;;;;;;
AOD0023;AODIPM150A;12;0;100;1;Mercurio Cerrada;0;175;0;03GN020T13;Guanujo Central;5;Transformador Trifásico en poste;13.8 kV;25;0301160;63;;;;;;;;
AOD0023;AODIPM150A;12;0;100;1;Mercurio Cerrada;0;175;0;03GN020T13;Guanujo Central;5;Transformador Trifásico en poste;13.8 kV;25;0301160;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T13;Echeandía-Centro;1;Transformador Monofásico en poste;7.97 kV;25;0301160;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T13;Echeandía-Centro;1;Transformador Monofásico en poste;7.97 kV;25;0300041;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T13;Echeandía-Centro;1;Transformador Monofásico en poste;7.97 kV;25;0300041;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T13;Echeandía-Centro;1;Transformador Monofásico en poste;7.97 kV;25;0300041;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03EC030T13;Echeandía-Centro;1;Transformador Monofásico en poste;7.97 kV;5;0303881;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T12;Echeandia Sabanetillas;1;Transformador Monofásico en poste;7.97 kV;5;0303881;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03CO040T11;Cochabamba - San Miguel;1;Transformador Monofásico en poste;7.62 kV;5;0303435;36;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;10;0301204;36;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.62 kV;50;0307347;36;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T13;Guanujo Central;1;Transformador Monofásico en poste;7.97 kV;15;0303916;36;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T13;Guanujo Central;1;Transformador Monofásico en poste;7.97 kV;15;0303916;36;;;;;;;;
APO0314;LDPS400ACC;12;0;100;4;Sodio Cerrada;0;175;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.62 kV;15;0303916;63;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.62 kV;15;0303356;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;15;0303356;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;175;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;25;0303565;63;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;15;0307230;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;75;0303903;90;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;25;0303565;90;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;175;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;25;0303565;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;175;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;15;0301120;63;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;175;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;25;0303359;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;175;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;15;0301120;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;5;0303561;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;175;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;15;0301123;63;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;37.5;0303895;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.62 kV;25;0303891;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.62 kV;25;0303891;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.62 kV;50;0303893;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.62 kV;50;0303893;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.62 kV;50;0303893;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;50;0303893;36;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;50;0303893;36;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;5;0301351;36;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;37.5;0303895;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;25;0303891;36;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;25;0303891;36;;;;;;;;
AOD0023;AODIPM150A;12;0;100;1;Mercurio Cerrada;0;100;0;03GN020T13;Guanujo Central;5;Transformador Trifásico en poste;13.8 kV;25;0303891;36;;;;;;;;
AOD0023;AODIPM150A;12;0;100;1;Mercurio Cerrada;0;150;0;03GN020T13;Guanujo Central;5;Transformador Trifásico en poste;13.8 kV;25;0303891;54;;;;;;;;
AOD0023;AODIPM150A;12;0;100;1;Mercurio Cerrada;0;150;0;03GN020T13;Guanujo Central;5;Transformador Trifásico en poste;13.8 kV;25;0303891;54;;;;;;;;
AOD0023;AODIPM150A;12;0;100;1;Mercurio Cerrada;0;150;0;03GN020T13;Guanujo Central;5;Transformador Trifásico en poste;13.8 kV;25;0303891;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CO040T13;Cochabamba - Balsapamba;1;Transformador Monofásico en poste;7.97 kV;25;0303891;54;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.62 kV;25;0303891;36;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CO040T12;Cochabamba - Asuncion;1;Transformador Monofásico en poste;7.62 kV;25;0303891;54;;;;;;;;
APO0310;LCPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.97 kV;25;0303891;36;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;175;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;10;0303898;63;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;175;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;15;0303562;63;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;25;0303891;36;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;25;0303891;36;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;15;0303916;54;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;15;0303916;54;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;37.5;0303895;54;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;37.5;0303895;54;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T14;Guanujo - La Cena;1;Transformador Monofásico en poste;7.97 kV;37.5;0303895;90;;;;;;;;
